latitude,longitude,scientificname,occurrenceRemarks,Year
40.655802, -111.915566,Coccinella transversoguttata,Note,2009
38.9797141, -105.35749,Coccinella transversoguttata,Note,2009
48.495464, -118.523636,Coccinella transversoguttata,Note,2009
38.8338816, -104.82136,Coccinella transversoguttata,Note,2009
39.613321, -105.01664,Coccinella transversoguttata,Note,2009
43.613739, -116.23765,Coccinella transversoguttata,Note,2009
39.0916586, -104.87275,Coccinella transversoguttata,Note,2009
38.8334312, -104.8218,Coccinella transversoguttata,Note,2009
38.682219, -104.7008,Coccinella transversoguttata,Note,2009
40.0149856, -105.27054,Coccinella transversoguttata,Note,2009
48.6490562, -118.73943,Coccinella transversoguttata,Note,2009
38.9330494, -104.60858,Coccinella transversoguttata,Note,2009
43.7666507, -103.5988,Coccinella transversoguttata,Note,2009
42.1887721, -120.34579,Coccinella transversoguttata,Note,2009
38.54582, -106.92532,Coccinella transversoguttata,Note,2009
39.8366528, -105.0372,Coccinella transversoguttata,Note,2009
38.708, -104.841,Coccinella transversoguttata,Note,2009
