latitude,longitude,scientificname,occurrenceRemarks,Year
40.9831085, -111.88755,Coccinella transversoguttata,Note,2015
41.1725883, -112.02601,Coccinella transversoguttata,Note,2015
46.5897598, -112.0212,Coccinella transversoguttata,Note,2015
42.5768203, -121.86376,Coccinella transversoguttata,Note,2015
40.46176, -106.947912,Coccinella transversoguttata,Note,2015
37.176169, -108.15044,Coccinella transversoguttata,Note,2015
37.2736701, -107.8793,Coccinella transversoguttata,Note,2015
37.67431, -106.655338,Coccinella transversoguttata,Note,2015
43.4718952461, -112.057426088,Coccinella transversoguttata,Note,2015
38.8334312, -104.8218,Coccinella transversoguttata,Note,2015
39.599748, -105.98911,Coccinella transversoguttata,Note,2015
37.4743995, -108.49645,Coccinella transversoguttata,Note,2015
37.67431, -106.65533,Coccinella transversoguttata,Note,2015
43.5981416667, -110.6967916667,Coccinella transversoguttata,Note,2015
44.2931785, -105.50476,Coccinella transversoguttata,Note,2015
