latitude,longitude,scientificname,occurrenceRemarks,Year
43.6365693, -113.30028,Coccinella novemnotata,Note,2012
42.7240732, -114.51865,Coccinella novemnotata,Note,2012
40.0891304, -109.67736,Coccinella novemnotata,Note,2012
42.5296532, -114.30112,Coccinella novemnotata,Note,2012
44.0956545, -115.61871,Coccinella novemnotata,Note,2012
42.5338019, -114.36475,Coccinella novemnotata,Note,2012
42.43919, -114.3085,Coccinella novemnotata,Note,2012
42.0854723, -113.5634,Coccinella novemnotata,Note,2012
49.08000183105469, -113.87000274658205,Coccinella novemnotata,Note,2012
49.081, -113.879,Coccinella novemnotata,Note,2012
49.08, -113.87,Coccinella novemnotata,Note,2012
38.4, -104.4,Coccinella novemnotata,Note,2012
38.8334312, -104.8218,Coccinella novemnotata,Note,2012
40.058094, -105.195154,Coccinella novemnotata,Note,2012
38.9330494, -104.60858,Coccinella novemnotata,Note,2012
38.894739, -104.69724,Coccinella novemnotata,Note,2012
38.8802301, -104.77251,Coccinella novemnotata,Note,2012
37.2861114, -108.03951,Coccinella novemnotata,Note,2012
38.929826, -104.57608,Coccinella novemnotata,Note,2012
38.9341583, -104.60948,Coccinella novemnotata,Note,2012
49.08, -113.88,Coccinella novemnotata,Note,2012
45.4194013, -93.194041,Coccinella novemnotata,Note,2012
45.434479, -93.190413,Coccinella novemnotata,Note,2012
42.726836, -103.155107,Coccinella novemnotata,Note,2012
46.5958056, -112.02703,Coccinella novemnotata,Note,2012
46.42, -112.13,Coccinella novemnotata,Note,2012
46.5897598, -112.0212,Coccinella novemnotata,Note,2012
42.719722747802734, -103.13543701171876,Coccinella novemnotata,Note,2012
42.48771286010742, -103.75888061523438,Coccinella novemnotata,Note,2012
41.71599960327149, -103.01055145263672,Coccinella novemnotata,Note,2012
42.1887721, -120.34579,Coccinella novemnotata,Note,2012
46.1270925, -112.94916,Coccinella novemnotata,Note,2012
42.4625479421, -103.08109296,Coccinella novemnotata,Note,2012
46.1831527724, -119.8508266736,Coccinella novemnotata,Note,2012
