latitude,longitude,scientificname,occurrenceRemarks,Year
39.171091, -105.717199,Coccinella transversoguttata,Note,2013
38.5423297612, -106.9119689672,Coccinella transversoguttata,Note,2013
50.66, -120.5,Coccinella transversoguttata,Note,2013
37.2736701, -107.8793,Coccinella transversoguttata,Note,2013
37.6786918, -106.35256,Coccinella transversoguttata,Note,2013
50.663, -120.504,Coccinella transversoguttata,Note,2013
50.658, -120.528,Coccinella transversoguttata,Note,2013
50.643, -120.517,Coccinella transversoguttata,Note,2013
38.9268302, -105.00511,Coccinella transversoguttata,Note,2013
46.5897598, -112.0212,Coccinella transversoguttata,Note,2013
46.9551696, -112.67513,Coccinella transversoguttata,Note,2013
50.64, -120.51,Coccinella transversoguttata,Note,2013
46.1304206, -112.95333,Coccinella transversoguttata,Note,2013
36.4115982, -105.57424,Coccinella transversoguttata,Note,2013
50.65, -120.52,Coccinella transversoguttata,Note,2013
35.56, -106.13,Coccinella transversoguttata,Note,2013
38.5625, -104.441,Coccinella transversoguttata,Note,2013
38.7513999, -104.74391,Coccinella transversoguttata,Note,2013
37.1677207, -104.50817,Coccinella transversoguttata,Note,2013
37.5751, -104.474,Coccinella transversoguttata,Note,2013
38.6828804, -104.70068,Coccinella transversoguttata,Note,2013
38.1362991, -105.44464,Coccinella transversoguttata,Note,2013
38.1360282, -105.46707,Coccinella transversoguttata,Note,2013
38.4120483, -105.58232,Coccinella transversoguttata,Note,2013
39.7060012, -105.69583,Coccinella transversoguttata,Note,2013
39.3829002, -105.43084,Coccinella transversoguttata,Note,2013
39.5332489, -107.7833,Coccinella transversoguttata,Note,2013
39.5460281, -107.32369,Coccinella transversoguttata,Note,2013
40.47031, -106.82893,Coccinella transversoguttata,Note,2013
38.9942398, -105.05494,Coccinella transversoguttata,Note,2013
38.9336891, -105.01486,Coccinella transversoguttata,Note,2013
42.2238807, -121.78205,Coccinella transversoguttata,Note,2013
42.4438209, -121.86782,Coccinella transversoguttata,Note,2013
38.5365, -104.417,Coccinella transversoguttata,Note,2013
38.8334503, -104.8218,Coccinella transversoguttata,Note,2013
40.0157394, -105.27924,Coccinella transversoguttata,Note,2013
38.45687, -105.4863,Coccinella transversoguttata,Note,2013
50.65999984741211, -120.5,Coccinella transversoguttata,Note,2013
37.6271, -118.8151,Coccinella transversoguttata,Note,2013
50.63999938964844, -120.51000213623048,Coccinella transversoguttata,Note,2013
50.650001525878906, -120.5199966430664,Coccinella transversoguttata,Note,2013
41.7895584, -107.23824,Coccinella transversoguttata,Note,2013
43.0246696, -108.38131,Coccinella transversoguttata,Note,2013
41.2674789, -110.96396,Coccinella transversoguttata,Note,2013
42.4150581, -105.36779,Coccinella transversoguttata,Note,2013
37.6141, -118.8356,Coccinella transversoguttata,Note,2013
40.7600402, -111.88822,Coccinella transversoguttata,Note,2013
50.792, -120.436,Coccinella transversoguttata,Note,2013
44.84, -85.71,Coccinella transversoguttata,Note,2013
44.77219, -85.403938,Coccinella transversoguttata,Note,2013
42.9346694, -85.336853,Coccinella transversoguttata,Note,2013
44.4236907, -111.37107,Coccinella transversoguttata,Note,2013
