,Species,gps,Year,septempunctata_2007_18km,septempunctata_2008_18km,septempunctata_2009_18km,septempunctata_2010_18km,septempunctata_2011_18km,septempunctata_2012_18km,septempunctata_2013_18km,septempunctata_2014_18km,septempunctata_2015_18km,septempunctata_2016_18km,septempunctata_2017_18km,septempunctata_2018_18km,septempunctata_2019_18km,septempunctata_2020_18km,septempunctata_2021_18km,axyridis_2007_18km,axyridis_2008_18km,axyridis_2009_18km,axyridis_2010_18km,axyridis_2011_18km,axyridis_2012_18km,axyridis_2013_18km,axyridis_2014_18km,axyridis_2015_18km,axyridis_2016_18km,axyridis_2017_18km,axyridis_2018_18km,axyridis_2019_18km,axyridis_2020_18km,axyridis_2021_18km,californica_2007_18km,californica_2008_18km,californica_2009_18km,californica_2010_18km,californica_2011_18km,californica_2012_18km,californica_2013_18km,californica_2014_18km,californica_2015_18km,californica_2016_18km,californica_2017_18km,californica_2018_18km,californica_2019_18km,californica_2020_18km,californica_2021_18km,polita_2007_18km,polita_2008_18km,polita_2009_18km,polita_2010_18km,polita_2011_18km,polita_2012_18km,polita_2013_18km,polita_2014_18km,polita_2015_18km,polita_2016_18km,polita_2017_18km,polita_2018_18km,polita_2019_18km,polita_2020_18km,polita_2021_18km,munda_2007_18km,munda_2008_18km,munda_2009_18km,munda_2010_18km,munda_2011_18km,munda_2012_18km,munda_2013_18km,munda_2014_18km,munda_2015_18km,munda_2016_18km,munda_2017_18km,munda_2018_18km,munda_2019_18km,munda_2020_18km,munda_2021_18km,maculata_2007_18km,maculata_2008_18km,maculata_2009_18km,maculata_2010_18km,maculata_2011_18km,maculata_2012_18km,maculata_2013_18km,maculata_2014_18km,maculata_2015_18km,maculata_2016_18km,maculata_2017_18km,maculata_2018_18km,maculata_2019_18km,maculata_2020_18km,maculata_2021_18km,convergens_2007_18km,convergens_2008_18km,convergens_2009_18km,convergens_2010_18km,convergens_2011_18km,convergens_2012_18km,convergens_2013_18km,convergens_2014_18km,convergens_2015_18km,convergens_2016_18km,convergens_2017_18km,convergens_2018_18km,convergens_2019_18km,convergens_2020_18km,convergens_2021_18km,variegata_2007_18km,variegata_2008_18km,variegata_2009_18km,variegata_2010_18km,variegata_2011_18km,variegata_2012_18km,variegata_2013_18km,variegata_2014_18km,variegata_2015_18km,variegata_2016_18km,variegata_2017_18km,variegata_2018_18km,variegata_2019_18km,variegata_2020_18km,variegata_2021_18km
162,Coccinella trifasciata,"(42.895585, -71.582737)",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,9,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
163,Coccinella trifasciata,"(42.8864468, -78.878368)",2012,0,0,0,0,1,1,0,0,0,1,1,0,1,0,6,0,3,3,3,2,2,2,9,2,4,3,5,11,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,3
164,Coccinella trifasciata,"(44.7048445, -122.84925)",2012,0,0,0,0,1,2,0,0,0,0,0,0,0,1,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Coccinella trifasciata,"(45.5781319, -122.71812)",2012,0,1,1,1,0,2,2,2,3,6,5,4,12,43,56,0,0,1,5,0,3,3,1,1,16,4,19,48,68,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,1,2,1,2,6,5,16,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,4,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
166,Coccinella trifasciata,"(43.7974524, -122.94521)",2012,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Coccinella trifasciata,"(46.42, -112.13)",2012,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Coccinella trifasciata,"(42.4486111, -71.877777)",2012,1,0,3,2,0,0,0,0,0,0,2,0,0,0,1,0,1,6,3,2,2,0,0,0,0,4,0,11,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
169,Coccinella trifasciata,"(43.44578, -70.663219)",2012,0,0,0,0,1,1,0,0,0,1,0,0,0,1,3,0,0,0,1,2,1,0,1,1,0,2,1,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
170,Coccinella trifasciata,"(46.2262723121, -64.9692169181)",2013,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Coccinella trifasciata,"(45.3596992, -80.024398)",2013,0,0,0,0,0,0,0,0,0,0,1,1,0,7,1,0,0,0,0,0,0,0,0,0,0,1,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Coccinella trifasciata,"(50.663, -120.504)",2013,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,0,1,1,1,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Coccinella trifasciata,"(49.237061, -124.089214)",2013,0,0,0,0,0,0,0,0,0,3,2,1,1,7,7,0,0,0,0,0,0,3,2,0,2,0,5,6,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,4,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Coccinella trifasciata,"(38.7289695, -89.882026)",2013,0,0,0,0,0,0,2,1,0,0,0,0,1,0,3,0,0,1,2,0,0,4,3,1,1,1,5,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,3,2,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Coccinella trifasciata,"(47.68129, -92.86917)",2013,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
176,Coccinella trifasciata,"(47.61123, -92.39126)",2013,0,0,0,0,1,4,4,6,4,6,1,2,4,0,0,0,0,0,0,1,3,4,7,10,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,2,0,0,0,0,0,0,0,0,0,1,4,2,8,2,1,0,1,3,0,0
177,Coccinella trifasciata,"(48.14776, -92.8737)",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Coccinella trifasciata,"(48.27531, -92.94236)",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Coccinella trifasciata,"(45.593926, -64.952835)",2013,1,0,0,1,0,0,0,0,0,3,8,4,3,0,1,0,0,0,0,0,0,0,0,1,6,6,4,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1
180,Coccinella trifasciata,"(50.643, -120.517)",2013,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,1,0,1,1,1,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Coccinella trifasciata,"(45.35111557, -75.8632349968)",2013,1,0,0,0,0,0,0,2,1,1,1,4,6,7,19,1,0,0,0,4,1,3,7,2,9,21,25,80,174,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,4,3,3,15,35,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7,8,10
182,Coccinella trifasciata,"(45.6793212, -111.03318)",2013,0,0,0,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Coccinella trifasciata,"(46.2088616641, -65.5478242446)",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Coccinella trifasciata,"(47.652922, -114.126444)",2013,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Coccinella trifasciata,"(45.4853782, -122.7965)",2013,0,1,1,2,1,2,3,1,4,0,3,5,12,43,49,0,0,3,6,1,3,2,1,1,11,4,19,43,64,72,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,4,1,2,1,2,5,5,15,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
186,Coccinella trifasciata,"(47.8329582, -114.34799)",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Coccinella trifasciata,"(46.5897598, -112.0212)",2013,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Coccinella trifasciata,"(51.0453246, -114.0581)",2013,1,0,0,2,3,1,2,11,17,6,6,2,28,193,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Coccinella trifasciata,"(53.544389, -113.49092)",2013,0,4,0,1,4,1,3,5,10,0,1,2,2,37,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
190,Coccinella trifasciata,"(37.7771186, -122.41963)",2013,1,0,1,0,4,9,24,39,24,69,81,113,125,151,109,0,0,2,0,4,6,7,14,18,42,61,68,103,124,79,0,0,0,1,2,2,8,25,9,27,15,23,32,42,35,0,0,0,0,2,0,1,0,9,4,11,13,17,39,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,4,5,12,8,26,14,24,62,41,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Coccinella trifasciata,"(37.1253814, -121.66132)",2013,0,0,0,0,0,1,3,2,0,5,5,24,7,19,12,0,0,0,0,0,0,1,0,0,0,1,1,1,5,4,0,0,0,0,0,0,2,1,1,0,0,14,12,22,12,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,1,10,21,28,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Coccinella trifasciata,"(44.747681, -72.17602)",2013,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,2,1,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
193,Coccinella trifasciata,"(48.5341186, -71.087448)",2013,0,0,0,0,0,0,2,0,0,0,0,0,5,2,5,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
194,Coccinella trifasciata,"(38.2324714, -122.64443)",2013,0,0,0,0,1,1,1,4,17,8,11,16,22,36,25,0,0,0,0,3,0,0,1,3,3,2,4,9,11,13,0,0,0,0,0,0,0,0,3,4,0,5,4,6,3,0,0,0,0,1,0,0,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,8,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Coccinella trifasciata,"(32.6408996, -117.08428)",2013,0,2,3,1,1,1,7,3,5,12,33,19,82,63,48,0,2,3,3,0,1,5,4,2,12,17,23,114,45,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,4,0,5,13,14,38,48,57,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Coccinella trifasciata,"(37.759881, -122.437392)",2013,1,0,1,0,4,8,24,39,20,68,79,104,118,138,91,0,0,1,0,3,4,5,10,16,35,56,63,75,95,46,0,0,0,1,1,2,7,24,6,26,15,22,27,37,35,0,0,0,0,1,0,1,0,9,4,11,12,14,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,4,5,11,8,24,13,25,53,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Coccinella trifasciata,"(47.2551307, -122.44165)",2013,1,2,1,3,4,2,1,2,0,0,1,1,6,6,16,1,1,2,4,5,1,1,3,1,3,2,6,9,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,6,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,Coccinella trifasciata,"(47.2124595, -123.10565)",2013,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Coccinella trifasciata,"(38.440089, -122.768624)",2013,0,0,0,0,4,22,1,3,7,13,7,13,24,63,74,0,0,0,0,2,0,2,5,2,5,3,5,8,22,24,0,0,0,0,0,0,2,2,3,1,0,4,0,5,8,0,0,0,0,0,0,1,1,0,1,2,1,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,10,6,7,13,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,Coccinella trifasciata,"(47.4302153054, -122.2128958749)",2013,1,0,0,0,1,1,2,1,1,3,4,6,13,10,9,1,1,1,1,2,3,2,2,2,2,2,11,16,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,1,1,1,2,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Coccinella trifasciata,"(37.531037, -122.331932)",2013,0,0,0,2,0,3,6,21,13,17,33,36,56,58,71,0,0,1,0,1,9,0,3,3,18,14,22,34,33,35,0,0,0,0,0,3,3,6,3,5,4,10,21,18,28,0,0,0,1,0,1,1,0,0,2,5,4,8,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,4,9,11,8,11,5,31,32,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Coccinella trifasciata,"(38.612712, -122.783718)",2013,0,0,1,0,1,3,2,1,1,6,4,5,9,21,29,0,0,0,0,1,0,0,0,1,0,2,1,4,7,1,0,0,0,0,0,0,1,1,0,1,0,1,1,3,3,0,0,0,0,0,0,0,1,0,1,1,2,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,2,1,8,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Coccinella trifasciata,"(37.716944, -122.423581)",2013,1,0,0,0,2,9,23,35,24,66,64,97,100,121,83,0,0,1,0,2,6,4,10,15,31,47,56,76,87,33,0,0,0,1,0,3,7,23,6,25,11,21,28,29,26,0,0,0,0,0,1,1,0,9,4,9,11,11,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,6,5,8,11,22,8,24,43,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Coccinella trifasciata,"(37.526489, -122.319406)",2013,0,0,0,2,0,4,4,20,13,18,31,35,54,58,73,0,0,1,0,1,10,0,3,4,18,14,22,35,34,38,0,0,0,0,0,3,3,6,3,5,3,10,18,16,26,0,0,0,1,0,2,2,0,0,1,1,2,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,4,9,11,7,10,5,34,34,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Coccinella trifasciata,"(37.8597511244, -121.9503450394)",2013,1,1,0,0,1,0,1,1,3,11,11,21,30,14,12,0,0,0,0,2,2,1,1,0,2,3,12,14,9,3,0,0,0,0,0,0,0,0,3,3,3,3,6,9,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,4,11,12,9,34,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Coccinella trifasciata,"(37.7737383526, -122.4608546338)",2013,1,0,0,0,4,9,24,37,21,67,79,97,118,132,92,0,0,1,0,3,4,5,6,17,27,55,45,75,94,44,0,0,0,1,1,2,7,24,7,27,14,19,24,31,35,0,0,0,0,1,0,1,0,9,2,8,13,11,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,4,4,5,11,10,22,17,17,65,33,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Coccinella trifasciata,"(43.44578, -70.663219)",2013,0,0,0,0,1,1,0,0,0,1,0,0,0,1,3,0,0,0,1,2,1,0,1,1,0,2,1,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
208,Coccinella trifasciata,"(37.718239, -122.412764)",2013,1,0,0,0,2,9,23,35,24,66,65,99,97,124,83,0,0,1,0,3,6,4,10,16,31,46,59,78,93,38,0,0,0,1,0,3,7,22,6,25,11,21,28,29,25,0,0,0,0,0,1,1,0,9,4,9,11,12,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,6,5,8,11,22,8,25,44,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
