,Species,gps,Year,septempunctata_2007_18km,septempunctata_2008_18km,septempunctata_2009_18km,septempunctata_2010_18km,septempunctata_2011_18km,septempunctata_2012_18km,septempunctata_2013_18km,septempunctata_2014_18km,septempunctata_2015_18km,septempunctata_2016_18km,septempunctata_2017_18km,septempunctata_2018_18km,septempunctata_2019_18km,septempunctata_2020_18km,septempunctata_2021_18km,variegata_2007_18km,variegata_2008_18km,variegata_2009_18km,variegata_2010_18km,variegata_2011_18km,variegata_2012_18km,variegata_2013_18km,variegata_2014_18km,variegata_2015_18km,variegata_2016_18km,variegata_2017_18km,variegata_2018_18km,variegata_2019_18km,variegata_2020_18km,variegata_2021_18km,axyridis_2007_18km,axyridis_2008_18km,axyridis_2009_18km,axyridis_2010_18km,axyridis_2011_18km,axyridis_2012_18km,axyridis_2013_18km,axyridis_2014_18km,axyridis_2015_18km,axyridis_2016_18km,axyridis_2017_18km,axyridis_2018_18km,axyridis_2019_18km,axyridis_2020_18km,axyridis_2021_18km,maculata_2007_18km,maculata_2008_18km,maculata_2009_18km,maculata_2010_18km,maculata_2011_18km,maculata_2012_18km,maculata_2013_18km,maculata_2014_18km,maculata_2015_18km,maculata_2016_18km,maculata_2017_18km,maculata_2018_18km,maculata_2019_18km,maculata_2020_18km,maculata_2021_18km,mali_2007_18km,mali_2008_18km,mali_2009_18km,mali_2010_18km,mali_2011_18km,mali_2012_18km,mali_2013_18km,mali_2014_18km,mali_2015_18km,mali_2016_18km,mali_2017_18km,mali_2018_18km,mali_2019_18km,mali_2020_18km,mali_2021_18km,stigma_2007_18km,stigma_2008_18km,stigma_2009_18km,stigma_2010_18km,stigma_2011_18km,stigma_2012_18km,stigma_2013_18km,stigma_2014_18km,stigma_2015_18km,stigma_2016_18km,stigma_2017_18km,stigma_2018_18km,stigma_2019_18km,stigma_2020_18km,stigma_2021_18km,trifasciata_2007_18km,trifasciata_2008_18km,trifasciata_2009_18km,trifasciata_2010_18km,trifasciata_2011_18km,trifasciata_2012_18km,trifasciata_2013_18km,trifasciata_2014_18km,trifasciata_2015_18km,trifasciata_2016_18km,trifasciata_2017_18km,trifasciata_2018_18km,trifasciata_2019_18km,trifasciata_2020_18km,trifasciata_2021_18km,polita_2007_18km,polita_2008_18km,polita_2009_18km,polita_2010_18km,polita_2011_18km,polita_2012_18km,polita_2013_18km,polita_2014_18km,polita_2015_18km,polita_2016_18km,polita_2017_18km,polita_2018_18km,polita_2019_18km,polita_2020_18km,polita_2021_18km,bipunctata_2007_18km,bipunctata_2008_18km,bipunctata_2009_18km,bipunctata_2010_18km,bipunctata_2011_18km,bipunctata_2012_18km,bipunctata_2013_18km,bipunctata_2014_18km,bipunctata_2015_18km,bipunctata_2016_18km,bipunctata_2017_18km,bipunctata_2018_18km,bipunctata_2019_18km,bipunctata_2020_18km,bipunctata_2021_18km,pullata_2007_18km,pullata_2008_18km,pullata_2009_18km,pullata_2010_18km,pullata_2011_18km,pullata_2012_18km,pullata_2013_18km,pullata_2014_18km,pullata_2015_18km,pullata_2016_18km,pullata_2017_18km,pullata_2018_18km,pullata_2019_18km,pullata_2020_18km,pullata_2021_18km,labiculata_2007_18km,labiculata_2008_18km,labiculata_2009_18km,labiculata_2010_18km,labiculata_2011_18km,labiculata_2012_18km,labiculata_2013_18km,labiculata_2014_18km,labiculata_2015_18km,labiculata_2016_18km,labiculata_2017_18km,labiculata_2018_18km,labiculata_2019_18km,labiculata_2020_18km,labiculata_2021_18km,gillamaculata_2007_18km,gillamaculata_2008_18km,gillamaculata_2009_18km,gillamaculata_2010_18km,gillamaculata_2011_18km,gillamaculata_2012_18km,gillamaculata_2013_18km,gillamaculata_2014_18km,gillamaculata_2015_18km,gillamaculata_2016_18km,gillamaculata_2017_18km,gillamaculata_2018_18km,gillamaculata_2019_18km,gillamaculata_2020_18km,gillamaculata_2021_18km
393,Brachiacantha ursina,"(44.41703945, -78.27138211)",2020,0,0,0,0,1,0,0,0,2,2,3,2,8,14,21,0,0,0,0,0,0,0,0,0,1,1,0,4,2,6,0,0,0,0,1,1,1,10,12,5,20,8,11,33,63,0,0,0,0,0,0,0,0,1,2,3,3,1,5,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
394,Brachiacantha ursina,"(42.9332659, -80.2911784)",2020,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
395,Brachiacantha ursina,"(45.2257472222, -75.676925)",2020,1,0,0,0,0,0,0,0,0,0,1,1,5,8,9,0,0,0,0,0,1,0,1,0,0,1,0,6,6,7,1,0,0,0,1,1,2,1,2,1,9,10,37,77,95,0,0,1,0,1,1,0,0,0,0,1,0,9,16,7,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Brachiacantha ursina,"(43.314835, -79.8491566667)",2020,0,0,0,0,1,1,0,3,0,1,7,16,24,36,81,0,0,0,0,0,0,0,0,1,1,0,4,4,3,11,0,0,0,0,0,0,1,6,4,12,17,20,14,56,188,0,0,0,0,1,0,0,1,0,1,7,8,12,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,2,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
397,Brachiacantha ursina,"(45.8924954399, -77.254052759)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Brachiacantha ursina,"(45.2764559444, -72.3937383611)",2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Brachiacantha ursina,"(46.3681902056, -82.6213226587)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Brachiacantha ursina,"(48.3553583333, -70.8803638889)",2020,0,0,0,0,0,1,1,0,0,0,0,0,6,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Brachiacantha ursina,"(45.28468333, -75.85876333)",2020,1,0,0,0,0,0,0,2,1,0,1,4,7,8,19,0,0,0,0,0,1,0,1,0,0,1,0,7,7,7,1,0,0,0,3,1,1,4,2,8,14,25,62,133,124,0,0,1,1,2,1,0,0,0,4,3,3,14,28,14,0,0,0,0,0,0,0,0,0,2,0,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Brachiacantha ursina,"(43.8046917438, -79.1440636583)",2020,0,0,0,0,0,1,5,0,5,0,0,3,7,21,36,0,0,0,0,0,2,11,5,4,0,0,1,0,3,7,0,1,0,0,0,3,33,1,9,0,8,10,26,46,86,0,0,0,0,2,0,5,0,0,0,0,3,6,6,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,5,5,0,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Brachiacantha ursina,"(44.9027740304, -76.0959969275)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,18,24,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Brachiacantha ursina,"(42.3947661594, -82.1649620309)",2020,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
405,Brachiacantha ursina,"(42.03111667, -82.623375)",2020,0,4,0,0,0,5,0,0,0,0,1,4,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,1,5,0,5,5,0,0,1,1,8,5,8,17,0,5,0,5,0,0,0,0,0,3,0,5,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Brachiacantha ursina,"(43.339255, -80.212494)",2020,0,0,0,2,0,0,1,0,19,0,8,6,10,16,23,0,0,0,0,0,0,0,5,0,0,1,1,1,4,2,0,0,1,0,0,0,1,1,28,0,7,8,8,21,52,15,0,0,0,0,0,0,6,14,0,6,2,0,18,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
407,Brachiacantha ursina,"(42.1042357341, -83.0959426984)",2020,0,1,3,1,0,1,0,1,0,3,1,3,4,10,8,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,1,0,0,0,1,0,3,3,3,6,14,17,0,1,1,1,0,0,0,1,0,0,0,2,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
408,Brachiacantha ursina,"(44.48101, -77.31793)",2020,0,2,0,0,0,2,0,2,2,0,3,3,6,6,4,0,1,0,0,1,0,3,0,1,0,1,0,6,5,3,0,1,2,0,0,6,1,3,3,1,2,7,7,4,12,0,0,3,0,0,1,3,1,1,0,1,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
409,Brachiacantha ursina,"(45.73957833, -82.245055)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Brachiacantha ursina,"(43.6868711, -79.3296378)",2020,0,0,0,0,1,3,0,3,9,2,6,9,32,56,81,0,0,0,0,0,0,6,0,13,0,0,0,5,10,6,0,1,4,0,1,3,7,7,21,5,33,42,70,177,287,0,0,0,0,1,0,0,0,2,0,8,6,11,13,13,0,0,1,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,1,0,0,0,0,4,1,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,0,0,0,0,0,0,0,0,1,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
411,Brachiacantha ursina,"(45.25234667, -75.920975)",2020,0,0,0,0,0,0,0,0,0,0,1,4,5,6,11,0,0,0,0,0,0,0,0,0,0,1,0,7,5,4,0,0,0,0,2,0,0,2,2,7,6,17,39,74,78,0,0,0,0,0,0,0,0,0,3,1,2,11,21,10,0,0,0,0,0,0,0,0,0,2,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Brachiacantha ursina,"(44.26767723, -76.45072084)",2020,0,0,1,0,0,0,0,2,0,0,0,1,2,7,6,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,0,2,0,0,1,0,0,0,0,0,2,3,7,22,35,0,0,0,0,0,0,0,0,0,0,1,0,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Brachiacantha ursina,"(42.410882554, -82.1900843294)",2020,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,4,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,Brachiacantha ursina,"(44.546620914, -75.7465613554)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,5,5,0,14,0,0,0,1,4,3,6,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Brachiacantha ursina,"(45.2051728299, -76.2253673649)",2020,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,10,13,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Brachiacantha ursina,"(42.262291434, -83.0681321604)",2020,0,2,3,0,0,1,0,2,0,6,2,3,6,12,14,0,1,1,0,0,0,0,0,0,1,0,0,1,6,1,0,2,3,2,0,2,0,8,0,4,3,6,19,27,29,0,3,1,0,0,0,0,2,0,1,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,Brachiacantha ursina,"(44.4180303007, -81.463135149)",2020,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,3,3,0,0,0,0,0,0,0,0,1,0,0,1,4,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Brachiacantha ursina,"(28.4642732448, -96.440497333)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Brachiacantha ursina,"(31.5807717863, -97.1512994999)",2020,0,0,0,0,0,4,0,1,0,0,7,9,1,9,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,3,1,18,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,Brachiacantha ursina,"(45.5855767778, -79.3479104722)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Brachiacantha ursina,"(45.5211159997, -65.8273456997)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Brachiacantha ursina,"(45.1462445, -76.15426667)",2020,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
