,Species,gps,Year,nivalis_2007_18km,nivalis_2008_18km,nivalis_2009_18km,nivalis_2010_18km,nivalis_2011_18km,nivalis_2012_18km,nivalis_2013_18km,nivalis_2014_18km,nivalis_2015_18km,nivalis_2016_18km,nivalis_2017_18km,nivalis_2018_18km,nivalis_2019_18km,nivalis_2020_18km,nivalis_2021_18km,alpestris_2007_18km,alpestris_2008_18km,alpestris_2009_18km,alpestris_2010_18km,alpestris_2011_18km,alpestris_2012_18km,alpestris_2013_18km,alpestris_2014_18km,alpestris_2015_18km,alpestris_2016_18km,alpestris_2017_18km,alpestris_2018_18km,alpestris_2019_18km,alpestris_2020_18km,alpestris_2021_18km,mexicanus_2007_18km,mexicanus_2008_18km,mexicanus_2009_18km,mexicanus_2010_18km,mexicanus_2011_18km,mexicanus_2012_18km,mexicanus_2013_18km,mexicanus_2014_18km,mexicanus_2015_18km,mexicanus_2016_18km,mexicanus_2017_18km,mexicanus_2018_18km,mexicanus_2019_18km,mexicanus_2020_18km,mexicanus_2021_18km
94,Brachiacantha ursina,"(39.4960305109, -84.0952533466)",2013,2,0,0,1,3,0,0,5,0,0,0,0,0,0,0,4,5,4,6,6,8,9,13,15,19,14,8,7,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Brachiacantha ursina,"(41.113587, -81.737728)",2013,0,0,1,2,0,0,0,3,1,0,0,0,2,0,4,0,1,2,1,1,1,1,1,1,2,0,3,2,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Brachiacantha ursina,"(40.6001892, -74.55661)",2013,1,0,1,1,4,1,1,1,4,3,2,2,0,0,2,1,0,0,1,2,8,5,5,10,4,10,10,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Brachiacantha ursina,"(40.6126785, -74.498306)",2013,1,0,1,1,4,1,1,1,0,3,0,1,0,1,2,1,0,0,1,1,4,4,4,2,4,2,4,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Brachiacantha ursina,"(40.6020599092, -74.5327065784)",2013,1,0,1,1,4,1,1,1,4,3,2,1,0,0,2,1,0,0,1,2,7,6,4,8,4,7,8,5,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Brachiacantha ursina,"(40.440569, -79.959705)",2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Brachiacantha ursina,"(44.844402, -72.218239)",2013,1,3,1,4,6,4,16,11,6,5,8,14,7,8,13,0,0,0,0,1,0,0,2,3,1,1,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Brachiacantha ursina,"(44.285028, -72.573667)",2013,3,1,3,1,4,2,15,18,4,9,11,5,12,15,14,0,0,0,0,1,0,1,2,3,3,1,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Brachiacantha ursina,"(40.833314, -73.026232)",2013,4,11,8,6,9,9,11,9,10,12,17,15,9,12,12,2,3,2,1,2,2,2,5,6,4,9,11,2,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Brachiacantha ursina,"(44.260288, -72.57626)",2013,4,1,3,4,5,3,13,21,5,10,11,8,11,15,14,0,0,0,0,1,0,1,2,4,3,1,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Brachiacantha ursina,"(44.474743, -69.117983)",2013,0,3,1,2,1,5,3,4,2,6,11,13,7,6,4,0,0,0,0,0,0,0,1,1,5,4,5,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Brachiacantha ursina,"(44.225261586, -76.7578605733)",2013,12,8,11,15,18,15,27,39,21,42,29,28,32,48,70,9,4,9,3,9,9,20,23,22,18,18,11,7,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Brachiacantha ursina,"(44.26028823852539, -72.57626342773438)",2013,4,1,3,4,5,3,13,21,5,10,11,8,11,15,14,0,0,0,0,1,0,1,2,4,3,1,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Brachiacantha ursina,"(44.2602882, -72.576263)",2013,4,1,3,4,5,3,13,21,5,10,11,8,11,15,14,0,0,0,0,1,0,1,2,4,3,1,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Brachiacantha ursina,"(44.7476806, -72.176017)",2013,0,3,1,4,6,3,9,9,5,3,7,10,4,5,7,0,0,0,0,1,0,0,2,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Brachiacantha ursina,"(44.013333, -73.180487)",2013,4,25,17,22,54,42,87,136,69,64,104,57,65,52,163,6,17,12,21,32,30,36,29,22,20,34,31,26,20,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Brachiacantha ursina,"(44.763536, -72.147131)",2013,0,3,1,4,6,3,9,8,5,4,6,8,4,6,7,0,0,0,0,1,0,0,2,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Brachiacantha ursina,"(42.251342, -83.865302)",2013,2,5,0,4,18,12,17,12,17,4,4,3,4,1,14,4,6,13,9,31,46,73,80,116,68,64,87,81,153,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Brachiacantha ursina,"(38.428144, -96.148192)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,6,5,6,2,5,4,9,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Brachiacantha ursina,"(43.604, -80.259)",2014,1,1,0,1,11,12,28,13,52,39,17,19,26,23,0,9,4,3,4,9,77,146,137,190,155,184,174,221,156,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Brachiacantha ursina,"(45.3891983, -75.688003)",2014,16,16,15,16,18,35,45,27,39,64,51,68,40,94,0,4,3,4,0,1,3,10,5,7,15,11,7,7,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Brachiacantha ursina,"(43.2117385, -78.47647)",2014,1,6,6,8,8,17,27,20,15,24,20,21,13,21,75,0,9,9,10,11,39,48,25,39,58,89,79,49,110,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Brachiacantha ursina,"(37.137877, -82.814908)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Brachiacantha ursina,"(43.59999847412109, -80.25)",2014,1,1,0,3,12,12,29,13,52,40,17,19,25,23,0,9,4,3,5,9,80,150,137,190,155,185,175,221,153,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Brachiacantha ursina,"(35.095522, -85.2301)",2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Brachiacantha ursina,"(43.6, -80.25)",2014,1,1,0,3,12,12,29,13,52,40,17,19,25,23,0,9,4,3,5,9,80,150,137,190,155,185,175,221,153,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Brachiacantha ursina,"(42.366654, -85.744901)",2014,2,0,0,0,0,1,0,2,1,0,2,6,2,4,4,2,1,0,0,3,0,2,3,5,8,9,10,25,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Brachiacantha ursina,"(47.51119, -92.41498)",2014,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Brachiacantha ursina,"(47.57796, -92.53677)",2014,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Brachiacantha ursina,"(46.43564, -92.7353)",2014,0,0,0,0,0,1,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Brachiacantha ursina,"(44.1531715, -87.568367)",2014,6,10,4,11,10,16,10,7,13,10,4,6,8,9,9,7,8,5,13,5,5,12,9,8,10,6,17,18,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Brachiacantha ursina,"(44.032774, -73.167925)",2014,5,22,12,23,53,42,81,124,61,66,104,50,63,51,162,6,17,12,20,30,33,36,30,24,20,32,29,25,19,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Brachiacantha ursina,"(42.329642, -71.840209)",2014,1,3,5,11,10,7,12,11,4,13,14,9,21,22,19,0,0,0,1,4,2,2,8,19,7,3,4,10,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Brachiacantha ursina,"(38.906334, -76.882176)",2014,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,1,2,0,1,2,7,15,7,13,13,21,16,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Brachiacantha ursina,"(44.71323, -73.34307)",2014,18,17,9,13,12,17,13,21,16,33,41,33,30,25,67,3,5,0,1,4,0,2,4,3,1,6,2,15,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Brachiacantha ursina,"(44.340357, -72.760015)",2014,6,5,1,2,0,5,7,16,3,11,8,9,3,10,16,0,0,0,0,0,0,0,0,4,2,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Brachiacantha ursina,"(41.52351, -87.086655)",2014,8,3,1,6,6,6,13,18,11,14,10,7,10,20,18,5,2,0,2,4,7,7,11,12,19,18,24,20,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Brachiacantha ursina,"(40.440569, -79.959705)",2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Brachiacantha ursina,"(41.218296221, -95.971996385)",2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,3,3,1,8,5,3,2,7,4,6,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Brachiacantha ursina,"(42.4162332408, -87.8071117401)",2014,8,15,10,15,12,15,16,16,27,20,27,20,18,31,21,9,8,5,10,13,9,25,25,29,41,37,28,13,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Brachiacantha ursina,"(44.4717325305, -77.314299345)",2014,0,0,0,0,1,0,0,2,0,0,0,1,2,5,6,0,0,0,0,4,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Brachiacantha ursina,"(43.6, -80.26)",2014,1,1,0,3,13,12,29,13,52,39,17,19,25,24,0,9,4,3,5,10,80,148,137,190,155,185,174,222,158,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Brachiacantha ursina,"(43.59999847412109, -80.26000213623047)",2014,1,1,0,3,13,12,29,13,52,39,17,19,25,24,0,9,4,3,5,10,80,148,137,190,155,185,174,222,158,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Brachiacantha ursina,"(47.48411, -92.46593)",2015,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Brachiacantha ursina,"(42.96287, -71.077622)",2015,7,5,5,2,11,3,9,10,9,6,5,10,5,5,3,5,2,2,0,1,1,5,4,6,3,10,7,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Brachiacantha ursina,"(44.470951, -73.196384)",2015,16,12,16,17,18,28,33,37,34,54,52,58,38,58,89,5,3,1,0,1,3,1,6,8,4,5,4,9,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Brachiacantha ursina,"(42.991427721, -76.370376478)",2015,3,6,6,9,3,8,19,20,7,12,18,18,17,17,26,4,3,1,10,4,6,12,13,8,3,7,15,17,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Brachiacantha ursina,"(36.094073, -81.923373)",2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Brachiacantha ursina,"(39.344719, -84.477729)",2015,0,0,3,0,1,0,0,8,0,0,0,0,1,0,9,5,16,9,4,4,16,16,15,22,13,10,22,19,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Brachiacantha ursina,"(42.2793929049, -72.042281027)",2015,1,2,3,8,6,4,8,9,3,2,1,4,8,5,7,1,0,1,0,3,2,1,6,1,2,3,3,4,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Brachiacantha ursina,"(43.268358, -91.370554)",2015,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Brachiacantha ursina,"(43.27691, -91.846129)",2015,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Brachiacantha ursina,"(46.5263416665, -84.283477664)",2015,14,5,11,10,15,14,7,9,15,18,22,23,16,29,24,4,2,6,4,4,4,2,1,0,2,4,7,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Brachiacantha ursina,"(46.7829213304, -71.2839672543)",2015,29,38,19,44,38,53,65,58,91,114,114,108,68,239,0,13,3,7,4,2,10,10,18,16,32,29,20,24,36,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Brachiacantha ursina,"(46.7993460622, -96.1211013845)",2016,0,0,0,0,0,0,0,2,2,2,3,2,9,4,11,0,0,0,0,1,3,1,6,15,5,8,9,21,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Brachiacantha ursina,"(45.5126144, -73.8942522)",2016,9,1,2,1,5,10,6,5,17,27,25,28,19,41,0,1,0,1,1,0,0,0,3,5,8,9,12,12,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Brachiacantha ursina,"(45.476057, -84.907677)",2016,0,0,0,1,2,3,1,0,1,2,3,1,2,15,8,0,0,1,0,0,1,0,2,3,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Brachiacantha ursina,"(44.37, -78.46)",2016,2,2,1,2,5,21,35,16,47,46,34,36,31,89,0,2,1,0,0,0,11,20,25,12,17,21,12,30,53,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Brachiacantha ursina,"(41.454545, -71.581152)",2016,4,4,1,3,7,7,16,25,24,19,18,14,13,18,25,3,2,3,2,8,9,10,8,15,13,10,9,9,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Brachiacantha ursina,"(44.8455016606, -79.9771287383)",2016,1,0,0,3,1,1,0,0,2,4,3,3,5,11,0,0,0,3,1,0,1,0,1,2,0,3,0,5,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Brachiacantha ursina,"(44.7414133901, -81.2792779341)",2016,0,0,0,1,0,1,1,2,6,1,7,15,20,31,28,1,0,0,2,1,0,2,3,2,4,2,6,20,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Brachiacantha ursina,"(40.440569, -79.959705)",2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Brachiacantha ursina,"(41.6728883333, -75.0644083333)",2016,0,1,1,1,5,0,2,7,0,0,2,8,3,10,5,0,0,0,0,1,0,0,3,2,0,1,6,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Brachiacantha ursina,"(41.0123724465, -81.4005020888)",2016,0,1,0,0,1,2,0,11,2,0,1,13,2,6,11,3,1,1,2,7,10,8,20,23,5,23,24,32,31,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Brachiacantha ursina,"(43.4498499348, -76.3038477301)",2016,6,8,5,8,10,20,34,25,10,39,29,16,18,27,34,3,6,2,4,5,4,15,17,10,8,13,8,13,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Brachiacantha ursina,"(44.365, -78.464)",2016,2,2,1,2,5,21,36,16,47,47,31,35,33,91,0,2,1,0,0,0,11,20,25,12,18,22,13,33,54,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Brachiacantha ursina,"(41.757335, -72.655041)",2016,5,4,3,8,4,11,9,7,5,4,8,8,3,6,7,2,0,0,6,2,9,9,4,2,5,2,2,3,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Brachiacantha ursina,"(45.3285524953, -75.7987761497)",2016,24,26,25,32,36,40,81,77,73,159,218,176,197,239,0,10,16,10,7,17,12,39,45,31,74,143,68,104,133,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Brachiacantha ursina,"(44.36, -78.46)",2016,2,2,1,2,5,21,37,16,47,47,31,35,33,91,0,2,1,0,0,0,11,20,26,13,18,22,14,34,56,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Brachiacantha ursina,"(43.27691, -91.846129)",2016,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Brachiacantha ursina,"(44.36000061035156, -78.45999908447266)",2016,2,2,1,2,5,21,37,16,47,47,31,35,33,91,0,2,1,0,0,0,11,20,26,13,18,22,14,34,56,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Brachiacantha ursina,"(44.5104623781, -73.2661163807)",2016,19,16,15,17,14,22,23,27,31,41,43,42,28,49,73,2,3,1,0,1,3,0,6,4,3,5,3,6,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Brachiacantha ursina,"(44.762985, -72.1470033333)",2016,0,3,1,4,6,3,9,8,5,4,6,8,4,6,7,0,0,0,0,1,0,0,2,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Brachiacantha ursina,"(44.5966333333, -73.1806416667)",2016,16,14,9,10,9,16,12,18,21,28,32,22,21,28,56,4,5,0,0,1,1,0,6,1,2,4,1,4,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Brachiacantha ursina,"(42.4513992759, -71.687097251)",2017,7,5,5,3,14,6,8,8,5,16,20,13,18,29,29,0,4,4,3,3,7,3,7,20,7,1,5,11,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Brachiacantha ursina,"(43.2915662436, -70.6947128635)",2017,7,10,8,12,15,20,34,26,21,28,23,34,22,30,33,3,3,3,6,12,13,7,13,16,16,17,15,14,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Brachiacantha ursina,"(44.9022219648, -76.095379117)",2017,4,3,2,1,2,1,3,1,3,5,11,9,2,7,7,0,1,1,1,0,1,1,2,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Brachiacantha ursina,"(46.1470158524, -60.4260063171)",2017,0,0,0,0,0,0,0,0,1,0,0,6,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Brachiacantha ursina,"(44.41306, -78.04988)",2017,0,0,1,2,4,8,5,7,15,14,13,13,10,28,0,0,0,0,0,2,4,5,8,8,3,5,5,6,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Brachiacantha ursina,"(44.4622735786, -73.0535374418)",2017,8,6,9,11,8,13,23,16,20,31,29,24,21,18,45,1,1,1,0,0,2,1,5,5,1,1,3,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Brachiacantha ursina,"(43.856, -79.204)",2017,5,2,3,3,3,0,4,4,10,8,2,7,15,18,9,4,2,1,3,2,8,20,10,13,8,4,11,14,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Brachiacantha ursina,"(44.3401551357, -78.2475793362)",2017,0,1,1,2,5,23,30,21,48,35,19,29,31,77,0,1,2,0,0,3,13,16,33,20,27,36,20,39,56,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Brachiacantha ursina,"(43.8171314076, -79.1681171582)",2017,2,2,2,6,7,2,11,7,12,14,2,8,19,19,12,4,4,3,7,5,11,18,14,16,9,5,13,17,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Brachiacantha ursina,"(40.03201, -86.887139)",2017,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,2,3,2,14,1,3,6,7,2,9,14,25,16,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Brachiacantha ursina,"(43.4866978136, -80.5639508664)",2017,7,13,6,10,13,29,29,16,21,33,29,29,26,25,0,11,14,15,14,23,62,107,91,97,79,74,88,129,152,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Brachiacantha ursina,"(40.9527256, -77.5481057)",2017,2,1,1,2,2,2,4,2,6,6,3,10,6,2,6,11,0,1,2,0,1,2,5,4,8,36,24,29,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Brachiacantha ursina,"(40.6023863967, -74.5327413082)",2017,1,0,1,1,4,1,1,1,4,3,1,1,0,0,2,1,0,0,1,2,7,6,4,8,4,7,8,5,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Brachiacantha ursina,"(45.391408, -75.7332416)",2017,18,20,19,21,21,38,49,33,45,76,75,84,59,118,0,4,8,5,0,4,2,13,9,8,23,30,16,13,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Brachiacantha ursina,"(43.8010164, -79.2326033)",2017,1,1,0,3,3,1,5,5,8,9,3,5,15,21,1,1,2,2,3,0,6,12,8,11,7,5,12,11,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Brachiacantha ursina,"(45.2714856079, -74.0376515069)",2017,26,16,15,10,16,34,46,64,53,79,104,101,95,83,0,23,14,10,5,11,27,39,84,45,62,82,76,52,60,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Brachiacantha ursina,"(39.856795, -83.8786116667)",2017,0,1,3,0,1,0,0,5,2,1,0,1,0,2,5,13,15,12,11,9,14,16,20,28,24,25,39,28,20,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Brachiacantha ursina,"(39.7860966667, -84.1254333333)",2017,0,0,1,0,0,0,0,13,2,0,0,0,0,1,1,0,4,2,0,0,5,8,11,23,19,20,19,10,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Brachiacantha ursina,"(39.733505, -84.1758133333)",2017,0,0,1,0,0,0,0,15,3,2,0,0,1,1,7,0,0,3,0,0,3,11,13,16,13,12,5,8,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Brachiacantha ursina,"(39.73342, -84.17583)",2017,0,0,1,0,0,0,0,15,3,2,0,0,1,1,7,0,0,3,0,0,3,11,13,16,13,12,5,8,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Brachiacantha ursina,"(39.652305, -84.1747583333)",2018,0,0,2,0,0,0,0,16,2,2,0,0,0,0,3,4,4,4,2,0,3,8,12,17,20,11,6,12,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Brachiacantha ursina,"(27.5954324189, -82.5523676723)",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Brachiacantha ursina,"(27.5972333333, -82.54818)",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Brachiacantha ursina,"(44.0468626123, -73.423057124)",2018,5,11,7,21,49,57,134,152,82,75,108,86,78,72,212,6,20,11,21,29,34,41,35,31,18,27,35,35,25,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Brachiacantha ursina,"(43.6554069519, -72.3168487549)",2018,2,0,6,4,2,8,15,16,5,8,13,18,7,14,13,0,0,0,1,2,5,3,2,3,3,1,5,4,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Brachiacantha ursina,"(43.291275, -89.6017616667)",2018,3,3,2,4,0,4,23,11,10,19,15,16,8,27,33,16,16,13,22,13,22,34,40,55,72,84,102,108,120,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Brachiacantha ursina,"(44.3289333333, -73.11045)",2018,15,9,17,17,26,44,36,42,25,54,58,56,41,56,111,6,4,1,0,8,4,3,4,9,3,7,3,9,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Brachiacantha ursina,"(42.6491, -88.1347055556)",2018,2,0,4,6,3,5,13,9,6,6,2,5,4,0,3,9,1,16,11,16,7,68,37,52,69,50,42,70,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Brachiacantha ursina,"(40.3907466667, -75.654475)",2018,0,0,2,1,4,2,7,13,23,8,6,0,5,0,36,1,1,2,1,1,9,15,35,31,8,25,10,21,40,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Brachiacantha ursina,"(41.7834583333, -76.7915027778)",2018,0,0,0,0,0,0,0,1,2,1,0,2,1,0,0,0,1,0,0,0,2,2,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Brachiacantha ursina,"(46.7984746515, -96.1219778533)",2018,0,0,0,0,0,0,0,2,2,2,3,2,9,4,10,0,0,0,0,1,3,1,6,15,5,8,9,21,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Brachiacantha ursina,"(42.4285, -71.3350216667)",2018,14,15,6,11,10,14,38,26,13,18,23,19,7,22,27,6,5,2,7,5,9,10,9,11,15,14,14,5,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Brachiacantha ursina,"(42.3734264542, -71.8043476716)",2018,5,4,6,11,12,9,14,13,5,16,20,12,21,28,27,0,1,0,1,4,5,3,9,22,10,4,4,13,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Brachiacantha ursina,"(44.2993934, -78.2936274)",2018,0,1,1,3,5,20,32,28,48,42,21,47,36,87,0,1,2,0,0,2,14,20,47,26,36,39,29,54,77,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Brachiacantha ursina,"(45.3177162588, -72.2226424715)",2018,3,5,0,1,0,4,4,4,2,3,4,4,2,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Brachiacantha ursina,"(46.3278961045, -79.4607060769)",2018,3,0,0,1,0,2,0,5,5,9,9,6,10,8,0,0,0,0,1,0,1,3,1,0,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
