,Species,gps,Year,nivalis_2007_18km,nivalis_2008_18km,nivalis_2009_18km,nivalis_2010_18km,nivalis_2011_18km,nivalis_2012_18km,nivalis_2013_18km,nivalis_2014_18km,nivalis_2015_18km,nivalis_2016_18km,nivalis_2017_18km,nivalis_2018_18km,nivalis_2019_18km,nivalis_2020_18km,nivalis_2021_18km,alpestris_2007_18km,alpestris_2008_18km,alpestris_2009_18km,alpestris_2010_18km,alpestris_2011_18km,alpestris_2012_18km,alpestris_2013_18km,alpestris_2014_18km,alpestris_2015_18km,alpestris_2016_18km,alpestris_2017_18km,alpestris_2018_18km,alpestris_2019_18km,alpestris_2020_18km,alpestris_2021_18km,mexicanus_2007_18km,mexicanus_2008_18km,mexicanus_2009_18km,mexicanus_2010_18km,mexicanus_2011_18km,mexicanus_2012_18km,mexicanus_2013_18km,mexicanus_2014_18km,mexicanus_2015_18km,mexicanus_2016_18km,mexicanus_2017_18km,mexicanus_2018_18km,mexicanus_2019_18km,mexicanus_2020_18km,mexicanus_2021_18km
313,Brachiacantha ursina,"(45.5113659779, -75.3294023461)",2020,5,5,9,8,12,10,29,24,20,20,21,51,54,98,0,5,4,4,6,10,11,26,15,19,20,34,51,54,67,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Brachiacantha ursina,"(47.32495833, -79.44123833)",2020,0,0,0,0,2,6,12,7,19,13,15,28,15,17,0,0,0,0,0,0,6,2,11,10,11,6,6,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Brachiacantha ursina,"(46.8361241756, -71.3102456362)",2020,27,35,19,42,35,49,53,54,81,88,77,60,45,179,0,13,3,5,4,2,10,9,18,12,30,25,14,20,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Brachiacantha ursina,"(43.977614551, -80.7227535887)",2020,0,0,0,0,1,1,1,3,0,1,3,4,6,5,1,0,0,1,0,1,2,4,6,1,4,1,1,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Brachiacantha ursina,"(47.324869, -79.441161)",2020,0,0,0,0,2,6,12,7,19,13,15,28,15,17,0,0,0,0,0,0,6,2,11,10,11,6,6,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Brachiacantha ursina,"(43.968789, -79.1318629722)",2020,6,3,3,4,3,4,15,2,17,15,14,16,24,32,27,7,3,2,2,7,15,30,14,18,12,13,15,25,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Brachiacantha ursina,"(45.679615, -74.41289)",2020,0,0,1,3,8,6,10,10,16,15,18,24,10,27,0,0,0,1,0,4,6,6,8,6,16,14,11,10,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Brachiacantha ursina,"(46.1921333728, -75.6798429787)",2020,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Brachiacantha ursina,"(42.2716666667, -83.0288888889)",2020,1,3,2,2,10,3,3,6,7,13,10,6,5,7,36,2,2,4,3,2,5,7,17,20,23,36,37,47,60,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Brachiacantha ursina,"(45.469352, -64.771415)",2020,0,0,2,2,4,6,2,4,6,5,3,8,2,4,2,0,0,0,1,1,2,2,1,2,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Brachiacantha ursina,"(44.5899484974, -76.0464773611)",2020,1,1,3,5,0,1,6,0,3,14,12,8,6,6,13,2,3,0,0,1,2,1,0,3,1,4,6,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Brachiacantha ursina,"(45.2788999972, -75.8455131335)",2020,21,24,25,31,34,39,81,74,70,161,213,171,194,233,0,10,15,10,8,17,12,38,47,32,75,145,69,104,133,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Brachiacantha ursina,"(45.163895594, -75.4602769017)",2020,1,0,1,3,5,16,18,23,20,39,24,41,24,36,1,2,1,2,3,8,7,16,26,26,37,24,42,30,29,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Brachiacantha ursina,"(44.9028120004, -76.0958705284)",2020,4,3,2,1,2,1,3,1,3,5,11,9,2,7,7,0,1,1,1,0,1,1,2,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Brachiacantha ursina,"(45.1612381561, -75.9391411766)",2020,10,11,12,21,18,9,50,53,41,117,203,142,174,190,10,7,15,8,8,15,10,30,45,26,64,142,67,109,124,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,Brachiacantha ursina,"(45.43580333, -76.58065833)",2020,0,0,1,1,3,10,5,12,10,15,25,23,23,21,0,0,0,0,0,1,3,1,3,3,9,10,7,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Brachiacantha ursina,"(44.2862388889, -72.5751416667)",2020,3,1,3,1,4,2,15,18,4,9,11,5,12,15,14,0,0,0,0,1,0,1,2,3,3,1,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,Brachiacantha ursina,"(44.0452252156, -72.1970497594)",2020,1,1,0,0,0,1,2,2,3,1,2,4,3,4,22,0,0,0,0,0,0,0,0,3,0,1,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Brachiacantha ursina,"(43.9184396384, -72.2320470214)",2020,1,1,1,2,2,4,6,6,4,4,5,7,3,3,27,0,0,0,1,2,2,0,0,3,0,1,0,1,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Brachiacantha ursina,"(44.7132753129, -73.3429498807)",2020,18,17,9,13,12,17,13,21,16,33,41,33,30,25,67,3,5,0,1,4,0,2,4,3,1,6,2,15,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Brachiacantha ursina,"(43.6092755349, -72.3939440057)",2020,1,0,7,3,4,10,15,17,5,8,14,16,4,13,8,0,0,0,0,3,4,6,3,2,3,3,7,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,Brachiacantha ursina,"(43.6512701612, -73.3444801154)",2020,2,1,1,3,1,1,8,2,4,8,9,10,15,17,22,1,0,0,0,0,0,1,0,1,2,1,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Brachiacantha ursina,"(44.3791305556, -72.9445666667)",2020,7,2,3,5,4,7,11,14,4,16,13,11,13,14,18,1,0,0,0,0,0,1,0,2,0,0,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Brachiacantha ursina,"(43.6081938099, -72.9726582393)",2020,10,5,5,7,7,6,5,7,3,10,7,4,7,4,11,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Brachiacantha ursina,"(43.7848845231, -72.2541628405)",2020,2,0,6,5,4,5,8,18,3,8,11,17,6,8,15,0,0,0,1,2,2,0,0,1,1,0,1,2,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Brachiacantha ursina,"(44.2014688798, -73.1333568869)",2020,8,17,10,24,40,51,37,69,24,66,70,66,84,52,204,5,7,2,1,19,13,9,8,18,4,15,9,10,6,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Brachiacantha ursina,"(44.8751922161, -73.3571087543)",2020,11,7,8,10,7,16,19,28,27,36,73,69,73,42,76,1,8,1,1,5,0,2,8,12,6,25,13,30,23,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Brachiacantha ursina,"(44.4715916667, -72.9825277778)",2020,6,3,9,5,5,8,10,5,15,6,15,8,6,10,24,1,0,0,0,0,0,0,1,1,0,1,1,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Brachiacantha ursina,"(44.8097044261, -72.1990088138)",2020,0,3,1,4,6,2,10,9,6,6,7,10,4,6,7,0,0,0,0,1,0,0,2,2,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Brachiacantha ursina,"(44.3790833333, -72.944825)",2020,7,2,3,5,4,7,11,14,4,16,13,11,13,14,18,1,0,0,0,0,0,1,0,2,0,0,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Brachiacantha ursina,"(43.6553603333, -72.3162356667)",2020,2,0,6,4,2,8,15,16,5,8,13,18,7,14,13,0,0,0,1,2,5,3,2,3,3,1,5,4,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Brachiacantha ursina,"(43.7848830708, -72.254210785)",2020,2,0,6,5,4,5,8,18,3,8,11,17,6,8,15,0,0,0,1,2,2,0,0,1,1,0,1,2,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Brachiacantha ursina,"(44.430375, -73.1996666667)",2020,20,10,19,19,21,38,34,41,31,58,57,62,48,66,117,6,2,1,0,2,4,1,8,10,4,6,4,11,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,Brachiacantha ursina,"(44.76295833, -72.14700283)",2020,0,3,1,4,6,3,9,8,5,4,6,8,4,6,7,0,0,0,0,1,0,0,2,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Brachiacantha ursina,"(43.7405218002, -72.7221199393)",2020,2,1,3,5,2,5,14,13,7,16,14,13,7,16,7,0,0,1,0,0,1,3,4,3,1,3,5,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Brachiacantha ursina,"(44.3635213765, -72.7481964864)",2020,6,4,1,2,0,2,6,18,2,10,11,9,4,8,15,1,0,0,0,0,0,0,0,4,2,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Brachiacantha ursina,"(44.762985, -72.147003)",2020,0,3,1,4,6,3,9,8,5,4,6,8,4,6,7,0,0,0,0,1,0,0,2,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Brachiacantha ursina,"(43.8927699344, -72.2308249399)",2020,1,1,1,2,2,4,6,7,4,8,8,9,6,5,27,0,0,0,1,2,2,0,0,3,1,1,1,2,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Brachiacantha ursina,"(43.81569167, -72.274605)",2020,2,0,6,5,5,8,9,19,4,9,12,18,8,9,16,0,0,0,1,2,2,0,0,2,2,1,3,4,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,Brachiacantha ursina,"(44.45100333, -73.20731333)",2020,19,11,18,19,21,37,33,37,32,55,50,61,41,55,92,6,3,1,0,1,4,1,8,9,4,6,4,11,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Brachiacantha ursina,"(44.69893667, -73.00859722)",2020,0,1,2,0,1,3,2,2,2,8,11,7,17,4,19,0,2,0,0,1,0,0,0,0,0,4,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Brachiacantha ursina,"(44.9128630196, -73.2386645012)",2020,1,4,4,3,2,11,13,28,27,35,62,71,83,56,72,2,6,2,2,6,2,2,12,16,19,32,25,40,36,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Brachiacantha ursina,"(44.5105430556, -73.1736513889)",2020,17,13,15,17,14,20,24,22,30,36,46,38,25,41,67,2,4,1,0,1,3,0,6,4,2,4,3,6,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Brachiacantha ursina,"(44.8325, -71.7814305556)",2020,1,0,0,0,1,2,5,0,2,5,2,1,2,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,Brachiacantha ursina,"(44.3635673977, -72.7479604519)",2020,6,4,1,2,0,2,6,18,2,10,11,9,4,8,15,1,0,0,0,0,0,0,0,4,2,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Brachiacantha ursina,"(43.5958848126, -72.3792602652)",2020,1,0,7,3,4,10,15,19,5,7,14,16,4,13,8,0,0,0,0,3,4,6,3,2,3,3,7,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,Brachiacantha ursina,"(44.04017563, -73.27861735)",2020,6,24,14,31,66,66,144,171,85,97,143,105,117,94,283,6,22,13,22,36,39,43,38,39,21,39,42,38,27,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Brachiacantha ursina,"(43.7848808923, -72.2541303188)",2020,2,0,6,5,4,5,8,18,3,8,11,17,6,8,15,0,0,0,1,2,2,0,0,1,1,0,1,2,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Brachiacantha ursina,"(44.713067682, -73.342677852)",2020,18,17,9,13,12,17,13,21,16,33,41,33,30,25,67,3,5,0,1,4,0,2,4,3,1,6,2,15,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Brachiacantha ursina,"(44.4773632404, -73.1994118541)",2020,16,14,16,18,17,28,33,36,34,54,51,58,37,60,89,5,3,1,0,1,3,1,6,8,4,5,4,9,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Brachiacantha ursina,"(45.36383333, -63.26490833)",2020,0,0,0,2,0,1,6,2,4,3,1,1,2,11,6,0,0,0,1,1,1,3,3,3,1,1,3,2,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Brachiacantha ursina,"(45.1197337824, -77.7991955445)",2020,0,0,1,0,0,0,1,0,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Brachiacantha ursina,"(46.6473356786, -71.3197372992)",2020,21,18,15,26,21,30,56,48,72,91,95,145,67,161,0,16,14,15,13,8,24,18,38,37,79,77,76,44,64,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,Brachiacantha ursina,"(45.82252167, -74.028725)",2020,8,12,6,6,9,17,33,30,27,36,37,29,24,23,0,5,3,0,1,7,15,16,11,12,17,16,18,18,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Brachiacantha ursina,"(42.414055, -82.17321167)",2020,3,2,0,1,2,0,4,1,3,7,2,3,9,11,17,6,7,18,5,11,14,21,16,53,31,36,38,47,43,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Brachiacantha ursina,"(44.2490284891, -76.4799625786)",2020,13,12,10,14,18,21,26,37,37,88,72,77,73,74,102,16,11,9,9,10,15,25,21,28,57,40,56,50,61,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Brachiacantha ursina,"(46.78252833, -71.24935833)",2020,30,39,20,43,39,53,60,61,94,115,103,103,65,222,0,14,7,7,6,7,13,14,23,20,46,49,43,46,57,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,Brachiacantha ursina,"(44.9028658122, -76.0958473944)",2020,4,3,2,1,2,1,3,1,3,5,11,9,2,7,7,0,1,1,1,0,1,1,2,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,Brachiacantha ursina,"(45.2045382268, -76.2243096805)",2020,4,4,3,4,2,7,5,7,14,20,42,32,15,27,24,1,3,1,1,1,2,2,7,1,5,19,14,7,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Brachiacantha ursina,"(43.5145149427, -80.2810261124)",2020,1,3,1,5,16,22,37,13,47,38,24,21,14,19,1,7,10,8,12,14,109,188,148,190,169,198,178,217,148,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Brachiacantha ursina,"(46.4094411389, -80.1173713611)",2020,0,0,0,0,0,0,0,2,1,8,3,7,5,3,0,0,0,0,0,0,0,0,1,0,3,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Brachiacantha ursina,"(46.937425, -70.87461)",2020,22,36,26,24,34,38,54,55,61,55,65,72,65,116,0,18,20,12,17,18,22,38,32,21,51,38,39,40,66,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Brachiacantha ursina,"(44.1853155803, -81.630558894)",2020,2,3,5,5,5,9,4,4,8,18,21,37,24,40,48,1,7,8,7,3,12,13,7,8,20,19,47,38,64,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Brachiacantha ursina,"(45.48898667, -78.23420833)",2020,2,0,0,3,1,2,11,7,12,8,15,14,9,16,0,1,0,0,1,0,1,1,4,4,1,5,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Brachiacantha ursina,"(44.9027733179, -76.0959469714)",2020,4,3,2,1,2,1,3,1,3,5,11,9,2,7,7,0,1,1,1,0,1,1,2,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Brachiacantha ursina,"(46.2945125997, -78.8727947)",2020,0,0,0,0,0,0,0,1,1,1,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Brachiacantha ursina,"(45.8173040979, -73.9821267128)",2020,8,13,7,7,9,17,34,30,29,35,40,31,25,24,0,5,4,1,1,7,15,16,11,11,18,19,21,19,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,Brachiacantha ursina,"(45.4358497486, -79.9000999383)",2020,0,0,1,0,0,0,0,0,2,5,1,3,3,3,0,0,0,0,0,0,0,1,1,0,3,0,1,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,Brachiacantha ursina,"(45.2287472222, -76.1962833333)",2020,3,5,3,4,3,7,6,12,18,41,46,37,17,34,25,1,2,1,1,2,2,2,6,6,14,37,22,12,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,Brachiacantha ursina,"(45.2380861139, -77.9910110287)",2020,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Brachiacantha ursina,"(45.2380711832, -77.9909839041)",2020,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Brachiacantha ursina,"(42.3012752144, -83.0783968083)",2020,1,6,2,2,10,2,3,4,7,9,8,5,5,7,19,2,3,4,3,3,3,4,14,20,17,29,26,31,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Brachiacantha ursina,"(45.4556320849, -75.7108152054)",2020,16,14,16,16,19,34,42,23,35,51,43,49,33,81,0,4,3,4,2,1,2,7,5,5,11,5,6,3,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,Brachiacantha ursina,"(42.37562167, -82.399445)",2020,5,1,0,0,0,3,4,4,3,10,13,11,9,18,23,16,4,9,5,5,25,33,21,49,47,58,61,71,72,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,Brachiacantha ursina,"(44.30660333, -77.561005)",2020,0,0,0,1,1,0,2,1,2,1,1,1,2,0,10,0,0,0,0,0,0,4,2,2,0,5,6,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Brachiacantha ursina,"(42.984216, -79.2601575)",2020,0,1,3,0,1,1,2,3,3,10,5,14,21,31,41,2,6,1,4,1,7,5,10,8,31,75,126,137,128,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Brachiacantha ursina,"(46.7844141171, -71.2701426029)",2020,29,38,19,44,38,53,62,60,90,112,107,109,66,228,0,13,3,7,5,2,11,10,19,16,32,29,24,24,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Brachiacantha ursina,"(45.455261, -73.780375)",2020,8,3,2,3,3,10,7,15,24,41,34,35,69,68,0,2,0,3,3,2,2,3,8,11,14,17,23,57,44,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Brachiacantha ursina,"(44.2249333994, -79.9686441456)",2020,0,2,0,0,0,2,4,6,13,3,7,20,26,24,3,0,1,0,1,6,1,14,13,11,18,15,23,22,34,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Brachiacantha ursina,"(46.3067472222, -72.5885777778)",2020,8,6,5,7,5,8,9,36,33,61,71,78,60,66,0,3,4,0,2,3,6,17,22,26,53,56,60,37,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Brachiacantha ursina,"(44.41703945, -78.27138211)",2020,2,3,1,3,5,18,27,19,43,36,26,24,30,62,0,2,1,0,0,0,11,13,20,13,15,17,11,23,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Brachiacantha ursina,"(42.9332659, -80.2911784)",2020,0,0,0,2,4,1,9,10,11,10,5,2,7,1,44,1,4,8,3,8,16,25,31,23,31,25,20,52,29,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Brachiacantha ursina,"(45.2257472222, -75.676925)",2020,10,11,9,16,22,19,54,65,62,154,195,148,169,174,0,7,14,7,7,16,13,36,61,49,88,140,71,108,131,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Brachiacantha ursina,"(43.314835, -79.8491566667)",2020,13,15,5,12,24,24,41,26,46,43,20,18,29,39,53,6,9,2,7,23,33,71,68,60,70,96,70,86,70,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Brachiacantha ursina,"(45.8924954399, -77.254052759)",2020,2,4,2,4,1,0,5,10,16,16,13,9,11,20,0,0,0,0,0,0,0,1,2,0,0,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Brachiacantha ursina,"(45.2764559444, -72.3937383611)",2020,0,1,0,1,1,1,2,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Brachiacantha ursina,"(46.3681902056, -82.6213226587)",2020,1,0,1,1,0,2,3,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Brachiacantha ursina,"(48.3553583333, -70.8803638889)",2020,5,13,17,13,14,19,22,17,22,66,57,68,56,68,0,5,7,8,5,3,4,6,9,2,22,12,5,6,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Brachiacantha ursina,"(45.28468333, -75.85876333)",2020,22,26,25,31,34,39,83,75,71,159,216,172,194,234,0,10,16,10,8,17,12,38,47,31,75,146,69,104,130,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Brachiacantha ursina,"(43.8046917438, -79.1440636583)",2020,2,2,2,6,9,4,13,7,11,15,5,9,21,20,9,3,4,3,7,6,11,19,13,17,8,6,13,17,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Brachiacantha ursina,"(44.9027740304, -76.0959969275)",2020,4,3,2,1,2,1,3,1,3,5,11,9,2,7,7,0,1,1,1,0,1,1,2,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Brachiacantha ursina,"(42.3947661594, -82.1649620309)",2020,2,2,0,1,2,1,7,1,3,8,1,3,9,16,21,3,6,18,5,10,13,26,18,47,32,40,39,51,60,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Brachiacantha ursina,"(42.03111667, -82.623375)",2020,4,4,5,3,6,11,29,30,22,45,21,17,16,32,55,23,19,23,22,29,81,115,111,145,134,162,168,165,157,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Brachiacantha ursina,"(43.339255, -80.212494)",2020,1,10,1,8,18,18,53,10,30,15,15,6,14,29,45,10,18,14,13,25,83,163,102,126,127,156,136,167,193,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Brachiacantha ursina,"(42.1042357341, -83.0959426984)",2020,2,4,3,5,5,9,17,10,15,32,20,15,20,26,33,18,13,15,19,22,29,26,39,68,80,115,101,136,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Brachiacantha ursina,"(44.48101, -77.31793)",2020,0,0,0,0,1,0,0,2,0,0,0,1,2,5,6,0,0,0,0,4,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Brachiacantha ursina,"(45.73957833, -82.245055)",2020,0,0,0,0,2,0,1,1,1,1,2,1,1,4,5,0,1,0,2,5,4,5,2,1,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Brachiacantha ursina,"(43.6868711, -79.3296378)",2020,5,8,4,5,7,11,9,15,15,15,19,23,17,32,0,5,6,5,5,5,8,21,19,19,19,25,17,31,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Brachiacantha ursina,"(45.25234667, -75.920975)",2020,19,24,22,30,27,32,72,68,63,150,228,170,188,219,8,10,16,10,8,18,11,35,45,27,74,149,71,107,128,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Brachiacantha ursina,"(44.26767723, -76.45072084)",2020,7,7,11,11,15,18,24,34,40,92,83,79,71,72,88,12,9,9,9,10,15,23,24,26,58,41,55,49,61,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Brachiacantha ursina,"(42.410882554, -82.1900843294)",2020,4,3,0,1,1,1,4,3,4,10,7,4,11,14,20,9,9,22,5,10,18,25,20,59,37,50,53,56,50,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Brachiacantha ursina,"(44.546620914, -75.7465613554)",2020,1,0,0,1,0,2,3,4,3,4,6,3,5,4,11,0,0,0,3,0,2,0,1,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Brachiacantha ursina,"(45.2051728299, -76.2253673649)",2020,4,4,3,4,2,7,5,7,14,20,42,32,15,27,24,1,3,1,1,1,2,2,7,1,5,19,14,7,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Brachiacantha ursina,"(42.262291434, -83.0681321604)",2020,1,6,2,2,10,5,5,5,7,13,11,6,5,8,34,2,3,4,3,3,6,6,17,21,28,47,44,49,61,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Brachiacantha ursina,"(44.4180303007, -81.463135149)",2020,1,0,1,2,1,5,6,7,5,21,36,34,39,39,40,0,5,6,5,2,6,11,3,14,24,24,44,34,49,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Brachiacantha ursina,"(28.4642732448, -96.440497333)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,6,13,10,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Brachiacantha ursina,"(31.5807717863, -97.1512994999)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Brachiacantha ursina,"(45.5855767778, -79.3479104722)",2020,1,0,1,3,0,0,1,0,1,0,1,3,0,9,0,0,0,0,2,0,0,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Brachiacantha ursina,"(45.5211159997, -65.8273456997)",2020,0,0,0,0,0,0,0,0,0,3,1,3,1,4,2,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
