,Unnamed: 0,Species,gps,Year,septempunctata_2007_18km,septempunctata_2008_18km,septempunctata_2009_18km,septempunctata_2010_18km,septempunctata_2011_18km,septempunctata_2012_18km,septempunctata_2013_18km,septempunctata_2014_18km,septempunctata_2015_18km,septempunctata_2016_18km,septempunctata_2017_18km,septempunctata_2018_18km,septempunctata_2019_18km,septempunctata_2020_18km,septempunctata_2021_18km,axyridis_2007_18km,axyridis_2008_18km,axyridis_2009_18km,axyridis_2010_18km,axyridis_2011_18km,axyridis_2012_18km,axyridis_2013_18km,axyridis_2014_18km,axyridis_2015_18km,axyridis_2016_18km,axyridis_2017_18km,axyridis_2018_18km,axyridis_2019_18km,axyridis_2020_18km,axyridis_2021_18km,californica_2007_18km,californica_2008_18km,californica_2009_18km,californica_2010_18km,californica_2011_18km,californica_2012_18km,californica_2013_18km,californica_2014_18km,californica_2015_18km,californica_2016_18km,californica_2017_18km,californica_2018_18km,californica_2019_18km,californica_2020_18km,californica_2021_18km,polita_2007_18km,polita_2008_18km,polita_2009_18km,polita_2010_18km,polita_2011_18km,polita_2012_18km,polita_2013_18km,polita_2014_18km,polita_2015_18km,polita_2016_18km,polita_2017_18km,polita_2018_18km,polita_2019_18km,polita_2020_18km,polita_2021_18km,munda_2007_18km,munda_2008_18km,munda_2009_18km,munda_2010_18km,munda_2011_18km,munda_2012_18km,munda_2013_18km,munda_2014_18km,munda_2015_18km,munda_2016_18km,munda_2017_18km,munda_2018_18km,munda_2019_18km,munda_2020_18km,munda_2021_18km,maculata_2007_18km,maculata_2008_18km,maculata_2009_18km,maculata_2010_18km,maculata_2011_18km,maculata_2012_18km,maculata_2013_18km,maculata_2014_18km,maculata_2015_18km,maculata_2016_18km,maculata_2017_18km,maculata_2018_18km,maculata_2019_18km,maculata_2020_18km,maculata_2021_18km,convergens_2007_18km,convergens_2008_18km,convergens_2009_18km,convergens_2010_18km,convergens_2011_18km,convergens_2012_18km,convergens_2013_18km,convergens_2014_18km,convergens_2015_18km,convergens_2016_18km,convergens_2017_18km,convergens_2018_18km,convergens_2019_18km,convergens_2020_18km,convergens_2021_18km,variegata_2007_18km,variegata_2008_18km,variegata_2009_18km,variegata_2010_18km,variegata_2011_18km,variegata_2012_18km,variegata_2013_18km,variegata_2014_18km,variegata_2015_18km,variegata_2016_18km,variegata_2017_18km,variegata_2018_18km,variegata_2019_18km,variegata_2020_18km,variegata_2021_18km,borealis_2007_18km,borealis_2008_18km,borealis_2009_18km,borealis_2010_18km,borealis_2011_18km,borealis_2012_18km,borealis_2013_18km,borealis_2014_18km,borealis_2015_18km,borealis_2016_18km,borealis_2017_18km,borealis_2018_18km,borealis_2019_18km,borealis_2020_18km,borealis_2021_18km,ludovicianus_2007_18km,ludovicianus_2008_18km,ludovicianus_2009_18km,ludovicianus_2010_18km,ludovicianus_2011_18km,ludovicianus_2012_18km,ludovicianus_2013_18km,ludovicianus_2014_18km,ludovicianus_2015_18km,ludovicianus_2016_18km,ludovicianus_2017_18km,ludovicianus_2018_18km,ludovicianus_2019_18km,ludovicianus_2020_18km,ludovicianus_2021_18km,alpestris_2007_18km,alpestris_2008_18km,alpestris_2009_18km,alpestris_2010_18km,alpestris_2011_18km,alpestris_2012_18km,alpestris_2013_18km,alpestris_2014_18km,alpestris_2015_18km,alpestris_2016_18km,alpestris_2017_18km,alpestris_2018_18km,alpestris_2019_18km,alpestris_2020_18km,alpestris_2021_18km,lapponicus_2007_18km,lapponicus_2008_18km,lapponicus_2009_18km,lapponicus_2010_18km,lapponicus_2011_18km,lapponicus_2012_18km,lapponicus_2013_18km,lapponicus_2014_18km,lapponicus_2015_18km,lapponicus_2016_18km,lapponicus_2017_18km,lapponicus_2018_18km,lapponicus_2019_18km,lapponicus_2020_18km,lapponicus_2021_18km,nivalis_2007_18km,nivalis_2008_18km,nivalis_2009_18km,nivalis_2010_18km,nivalis_2011_18km,nivalis_2012_18km,nivalis_2013_18km,nivalis_2014_18km,nivalis_2015_18km,nivalis_2016_18km,nivalis_2017_18km,nivalis_2018_18km,nivalis_2019_18km,nivalis_2020_18km,nivalis_2021_18km,henslowii_2007_18km,henslowii_2008_18km,henslowii_2009_18km,henslowii_2010_18km,henslowii_2011_18km,henslowii_2012_18km,henslowii_2013_18km,henslowii_2014_18km,henslowii_2015_18km,henslowii_2016_18km,henslowii_2017_18km,henslowii_2018_18km,henslowii_2019_18km,henslowii_2020_18km,henslowii_2021_18km
481,481,Coccinella trifasciata,"(37.795945, -122.4745633333)",2018,1,0,1,0,3,9,24,37,20,67,78,101,128,129,93,0,0,1,0,3,4,5,6,17,24,55,42,72,94,44,0,0,0,1,1,2,7,24,7,28,14,21,28,25,34,0,0,0,0,1,0,1,1,9,2,8,13,9,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,4,3,5,12,9,19,19,20,73,35,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,3,2,1,2,1,0,3,1,2,1,7,10,5,7,5,5,4,4,3,8,6,4,3,2,1,0,1,1,1,1,0,0,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,482,Coccinella trifasciata,"(37.7912166667, -122.4836194444)",2018,1,0,0,0,3,9,24,36,20,66,78,98,115,130,95,0,0,1,0,2,4,5,6,16,21,54,39,66,87,37,0,0,0,1,1,2,7,22,7,28,14,21,24,25,33,0,0,0,0,1,0,1,1,9,1,7,13,8,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,3,3,5,11,11,18,19,20,63,31,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,3,2,0,2,1,0,3,1,2,1,7,10,5,7,5,5,4,4,3,8,5,4,3,2,1,0,1,1,1,1,0,0,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,483,Coccinella trifasciata,"(37.7217643127, -122.5039744377)",2018,1,0,0,0,1,8,22,33,18,66,63,86,106,114,79,0,0,1,0,2,5,4,4,14,16,48,36,57,81,29,0,0,0,1,0,2,7,21,5,25,13,18,26,22,29,0,0,0,0,0,0,1,0,9,1,7,11,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,5,7,8,13,8,13,36,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,2,1,7,10,5,7,5,5,19,9,15,16,15,11,3,2,1,0,1,1,1,0,0,0,0,2,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,484,Coccinella trifasciata,"(37.4042138889, -121.7936166667)",2018,1,0,1,0,1,0,1,0,4,3,20,64,42,52,39,0,0,1,0,1,1,1,1,2,12,6,23,43,52,50,0,0,1,0,1,1,0,0,3,2,4,27,20,20,20,0,0,0,0,0,0,0,0,1,2,2,4,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,2,7,8,9,19,36,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,14,6,7,15,9,17,7,22,31,13,8,12,18,6,8,8,4,9,10,18,13,17,10,17,13,10,13,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,485,Coccinella trifasciata,"(37.80056, -122.4746866667)",2018,1,0,1,0,3,9,23,37,19,66,79,102,128,130,96,0,0,1,0,3,4,5,7,17,25,55,43,74,94,44,0,0,0,1,1,2,7,24,7,28,14,21,28,26,34,0,0,0,0,1,0,1,1,9,2,8,13,9,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,4,3,5,11,9,19,19,20,73,35,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,3,2,1,2,1,0,3,1,2,1,7,10,5,7,6,6,4,4,3,7,6,4,3,2,1,0,1,1,1,1,0,0,3,5,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,486,Coccinella trifasciata,"(37.4499538245, -121.9238296728)",2018,0,1,1,0,3,1,3,4,14,13,45,124,71,93,51,0,0,4,0,3,2,2,1,4,18,14,30,56,70,79,0,0,1,0,1,2,1,3,6,4,7,38,29,39,20,0,0,0,0,0,0,0,2,1,2,2,4,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,2,2,10,16,10,19,38,36,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,29,20,36,31,33,39,31,33,60,44,17,46,40,6,9,8,3,9,11,21,13,21,13,23,19,14,20,29,0,0,0,1,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,487,Coccinella trifasciata,"(39.3004139, -123.752513)",2018,0,0,0,0,1,0,0,1,0,1,0,4,7,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,2,1,3,1,0,0,1,0,2,3,1,3,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,488,Coccinella trifasciata,"(37.3139833333, -122.0642083333)",2018,1,1,1,0,3,2,3,3,20,19,60,106,78,102,56,0,0,3,0,2,3,2,3,6,24,20,43,59,96,92,0,0,1,0,1,2,5,4,5,7,8,28,32,53,32,0,0,0,0,0,1,1,2,1,1,5,3,6,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,1,3,3,16,30,22,25,56,70,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,16,5,20,9,11,24,13,18,14,11,3,27,15,0,0,0,0,3,1,2,2,5,3,6,3,0,4,2,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,489,Coccinella trifasciata,"(38.0402445, -122.7957833333)",2018,1,0,0,1,0,0,2,4,2,8,12,16,22,10,22,0,0,0,0,1,0,0,3,4,9,3,8,11,9,25,0,1,0,0,0,1,0,1,2,3,4,10,4,6,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,2,9,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,4,1,4,4,2,4,2,4,4,4,2,5,8,8,8,15,19,16,25,18,21,20,18,38,0,9,0,2,5,10,10,9,6,5,10,11,16,11,16,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,490,Coccinella trifasciata,"(38.0404077333, -122.7958467167)",2018,1,0,0,1,0,0,2,4,2,8,12,16,22,10,22,0,0,0,0,1,0,0,3,4,9,3,8,11,9,25,0,1,0,0,0,1,0,1,2,3,4,10,4,6,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,2,9,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,4,1,4,4,2,4,2,4,4,4,2,5,8,8,8,15,19,16,25,18,21,20,18,38,0,9,0,2,5,10,10,9,6,5,10,11,16,11,16,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,491,Coccinella trifasciata,"(38.0402089935, -122.7957764828)",2018,1,0,0,1,0,0,2,4,2,8,12,16,22,10,22,0,0,0,0,1,0,0,3,4,9,3,8,11,9,25,0,1,0,0,0,1,0,1,2,3,4,10,4,6,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,2,9,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,4,1,4,4,2,4,2,4,4,4,2,5,8,8,8,15,19,16,25,18,21,20,18,38,0,9,0,2,5,10,10,9,6,5,10,11,16,11,16,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,492,Coccinella trifasciata,"(37.7588015663, -122.5114948397)",2018,1,0,0,0,2,8,23,33,19,66,73,89,105,117,83,0,0,1,0,2,4,5,4,14,20,51,37,60,84,32,0,0,0,1,0,2,7,20,7,25,14,18,22,21,30,0,0,0,0,0,0,1,0,9,1,7,11,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2,4,5,9,10,15,16,17,55,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,1,0,1,1,0,3,1,2,1,7,10,5,7,5,5,3,4,3,6,4,2,3,2,1,0,1,1,1,0,0,0,0,3,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,493,Coccinella trifasciata,"(38.7579825453, -123.5270750708)",2018,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,494,Coccinella trifasciata,"(37.7662383333, -122.4736166667)",2018,1,0,0,0,2,8,24,34,20,67,76,94,108,125,90,0,0,1,0,2,4,5,6,15,21,53,40,63,86,33,0,0,0,1,0,2,7,21,7,26,14,19,23,25,32,0,0,0,0,0,0,1,0,9,1,7,11,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,4,5,8,10,17,17,15,57,26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,1,0,1,1,0,3,1,2,1,7,10,5,7,5,5,4,4,3,7,6,2,3,2,1,0,1,1,1,0,0,0,1,3,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,495,Coccinella trifasciata,"(37.7983511605, -122.455416061)",2018,1,0,1,0,4,9,23,39,20,67,80,114,130,135,96,0,0,2,0,3,6,5,11,19,44,59,58,85,102,56,0,0,0,1,2,2,7,24,8,29,15,25,33,36,34,0,0,0,0,2,0,1,1,9,5,11,15,13,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,5,3,5,11,9,27,21,30,81,42,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,3,2,1,2,2,0,4,1,2,1,7,10,5,7,6,6,4,4,3,7,6,4,3,2,1,0,1,1,1,1,0,0,3,5,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,496,Coccinella trifasciata,"(37.992165, -122.559235)",2018,1,0,0,0,1,2,3,7,4,6,34,40,40,28,25,0,0,1,0,1,2,1,3,4,12,16,9,20,24,35,0,0,0,0,0,0,0,1,2,4,6,3,11,2,12,0,0,0,0,1,0,0,1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,2,2,3,5,6,19,11,63,28,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,1,2,1,4,5,11,6,9,2,8,7,2,1,4,4,3,4,7,22,16,29,20,25,26,17,36,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,497,Coccinella trifasciata,"(37.8631083333, -122.5718694444)",2018,1,0,0,0,2,7,7,26,15,35,57,82,92,69,59,0,0,2,0,2,4,5,7,12,22,47,31,54,75,45,0,0,0,1,0,2,5,16,7,14,14,12,18,12,21,0,0,0,0,0,0,0,1,3,1,1,6,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2,4,4,8,10,8,22,19,70,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,1,2,1,3,0,2,1,0,2,1,2,2,6,8,2,3,4,5,4,2,0,4,6,6,3,2,1,0,1,1,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,498,Coccinella trifasciata,"(37.8629277778, -122.5716555556)",2018,1,0,0,0,2,7,7,26,15,35,57,81,92,70,59,0,0,2,0,2,4,5,7,12,22,47,31,54,75,45,0,0,0,1,0,2,5,16,7,14,14,12,18,12,21,0,0,0,0,0,0,0,1,3,1,1,6,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2,4,4,8,10,8,22,19,70,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,1,2,1,3,0,2,1,0,2,1,2,2,6,8,2,3,4,5,4,2,0,3,6,6,3,2,1,0,1,1,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,499,Coccinella trifasciata,"(37.0906666667, -121.7214666667)",2018,0,0,0,0,0,1,3,2,0,4,5,28,10,23,13,0,0,0,0,0,0,1,0,0,0,1,1,1,5,8,0,0,0,0,0,0,2,1,1,0,0,15,14,27,13,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,1,11,22,29,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,8,10,15,16,13,5,21,27,34,18,22,61,0,0,0,1,2,4,2,3,7,6,4,12,21,10,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,500,Coccinella trifasciata,"(37.812625, -122.3697366667)",2018,1,0,1,0,4,8,23,40,23,69,78,121,134,157,113,0,0,2,1,3,7,9,20,20,47,65,82,115,134,91,0,0,0,1,2,2,9,27,9,29,17,24,40,45,39,0,0,0,0,2,0,1,0,9,5,11,16,18,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,5,8,23,12,52,37,53,138,111,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,2,3,2,1,3,2,0,4,1,2,2,7,10,5,7,6,6,4,4,5,8,8,5,3,2,1,0,1,1,3,1,0,0,3,7,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,501,Coccinella trifasciata,"(37.3085327148, -122.1835479736)",2018,1,1,0,0,2,2,2,3,14,15,40,39,58,50,27,0,0,2,0,1,3,1,2,3,12,14,22,27,39,64,0,0,0,0,0,1,4,2,3,6,4,22,22,33,22,0,0,0,0,0,1,1,2,0,0,4,2,5,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,3,1,11,26,14,19,42,44,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,1,4,7,8,7,3,7,1,23,14,0,0,0,0,0,0,1,2,1,3,2,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,502,Coccinella trifasciata,"(37.3223907165, -121.8554052338)",2018,1,0,1,0,2,0,2,0,6,3,36,90,49,79,47,0,0,3,0,1,1,1,1,3,16,15,44,64,81,69,0,0,1,0,1,1,2,0,2,3,4,39,37,43,30,0,0,0,0,0,0,0,0,1,2,3,5,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,2,7,8,17,30,59,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,16,3,8,14,13,19,7,17,20,9,2,9,30,6,6,4,3,7,8,9,10,16,8,11,11,20,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,503,Coccinella trifasciata,"(37.9921633333, -122.210945)",2018,0,0,2,0,1,1,1,6,9,12,13,21,39,85,48,0,0,1,0,1,2,4,11,5,16,9,29,45,49,55,0,0,0,0,2,0,5,9,4,4,4,3,13,43,22,0,0,0,0,2,0,0,0,0,1,3,4,5,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,13,3,16,12,11,56,65,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,11,4,9,3,10,14,4,6,11,30,2,4,3,5,4,7,6,9,7,10,14,9,8,17,16,0,0,0,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,504,Coccinella trifasciata,"(37.8158277778, -122.1851861111)",2018,1,1,2,1,2,0,2,15,5,10,26,46,39,57,45,0,1,2,2,2,4,4,19,6,30,18,59,70,64,65,0,1,1,1,2,0,3,14,3,5,6,10,24,30,14,1,0,1,1,2,0,0,1,0,4,7,8,10,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,3,27,5,42,44,49,111,109,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,3,3,6,2,3,4,10,3,4,3,6,7,7,8,10,9,10,14,11,6,14,11,1,0,0,0,0,0,2,1,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,505,Coccinella trifasciata,"(37.3995366667, -121.7965783333)",2018,1,0,1,0,1,0,1,0,4,3,20,63,42,56,39,0,0,1,0,1,1,1,1,2,12,6,23,43,57,51,0,0,1,0,1,1,0,0,3,2,5,26,20,21,20,0,0,0,0,0,0,0,0,1,2,2,4,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,2,7,8,9,18,36,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,14,6,7,15,10,17,7,22,31,13,8,12,18,6,8,8,4,9,10,18,13,17,10,17,13,10,13,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
